id,category,product_url,name,ingredients,status
352,Toners__astringents,https://www.ewg.org/skindeep/products/983746-Apto_Skincare_Turmeric_Mist/,Apto Skincare Turmeric Mist,"CURCUMA LONGA (TURMERIC) ROOT, WATER, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE, PROPANEDIOL, CURCUMIN, DEXTRIN, FRUCTOSE, GLUCOSE, PHYTIC ACID, SUCROSE, ROSA DAMASCENA FLOWER WATER, ALOE BARBADENSIS EXTRACT, CAPRYLIC/CAPRIC TRIGLYCERIDE, AVENA SATIVA (OAT) KERNEL EXTRACT, HAMAMELIS VIRGINIANA (WITCH HAZEL) EXTRACT, YEAST EXTRACT, CALENDULA OFFICINALIS FLOWER EXTRACT, CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT, GENTIANA LUTEA ROOT EQUISETUM ARVENSE EXTRACT, MELISSA OFFICINALIS LEAF EXTRACT, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, SALVIA OFFICINALIS (SAGE) LEAF EXTRACT, URTICA DIOICA (NETTLE) EXTRACT, SODIUM CHLORIDE, LIMONENE, CITRONELLOL, LINALOOL.",scraped
353,Toners__astringents,https://www.ewg.org/skindeep/products/975588-Ferver_Fermented_Lactic_Acid_Exfoliating_Tonic/,Ferver Fermented Lactic Acid Exfoliating Tonic,"WATER (AQUA), LACTIC ACID, SODIUM HYDROXIDE, XANTHAN GUM, ETHYLHEXYLGLYCERIN, SODIUM CARBONATE, SODIUM CHLORIDE, PHENOXYETHANOL.",scraped
354,Toners__astringents,https://www.ewg.org/skindeep/products/943973-Limegreen_MultiSpray_Lavandula_2020_formulation/,"Limegreen Multi-Spray, Lavandula (2020 formulation)","* = CERTIFIED ORGANIC Water, Witch Hazel Distillate*, Vegetable Glycerin*, Essential Oils*",scraped
355,Toners__astringents,https://www.ewg.org/skindeep/products/8607430-Thayers_Witch_Hazel_Aloe_Vera_Toner_Unscented/,"Thayers Witch Hazel Aloe Vera Toner, Unscented","Aqua/Water/Eau, Glycerin, Hamamelis Virginiana Witch Hazel Extract*, Aloe Barbadenis Leaf*, Phenoxyethanol, Caprylyl Glycol, Ethylhexyglycerin, Citric Acid, Potassium Hydroxide",scraped
356,Toners__astringents,https://www.ewg.org/skindeep/products/842939-Alaffia_Antioxidant_Facial_Toner_Rooibos__Shea_2019_formulation/,"Alaffia Antioxidant Facial Toner, Rooibos & Shea (2019 formulation)","BUTYROSPERMUM PARKII (SHEA) LEAF AQUEOUS EXTRACT*, HAMAMELIS VIRGINIANA (WITCH HAZEL) LEAF AQUEOUS EXTRACT, ASPALATHUS LINEARIS (ROOIBOS*) AQUEOUS EXTRACT, AFRICAN WILD HONEY, ALOE BARBADENSIS (ALOE VERA) LEAF JUICE, PHENOXYETHANOL, CANANGA ODORATA (YLANG YLANG) OIL, VANILLA EXTRACT, POTASSIUM SORBATE, ASCORBIC ACID, D-LIMONENE.",scraped
357,Toners__astringents,https://www.ewg.org/skindeep/products/4284435-Face_Reality_Skincare_Calming_Facial_Toner/,Face Reality Skincare Calming Facial Toner,"Aqua (Water), Rosa Damascena (Rose) Flower Water, Glycerin, Aloe Barbadensis Leaf Juice, Polysorbate 20, Gluconolactone, Benzyl Alcohol, Sodium Benzoate, Allantoin, Caprylhydroxamic Acid, Bisabolol (L-alpha), Globularia Alypum Leaf Extract",scraped
358,Toners__astringents,https://www.ewg.org/skindeep/products/943974-Limegreen_MultiSpray_Lemongrass_2020_formulation/,"Limegreen Multi-Spray, Lemongrass (2020 formulation)","* = CERTIFIED ORGANIC Water, Witch Hazel Distillate*, Vegetable Glycerin*, Essential Oils*",scraped
359,Toners__astringents,https://www.ewg.org/skindeep/products/8272641-The_Healing_Place_Apothecary_The_Healing_Place_Apothecary_Daily_Fruit_Balancing_Toner/,"The Healing Place Apothecary, Daily Fruit Balancing Toner","Aloe, Amber, Frankincense, Comfrey, Green Tea, Lemon, Grapefruit, Neroli,, Cucumber, Witch Hazel, Cedar, Dead Sea Salts.",scraped
360,Toners__astringents,https://www.ewg.org/skindeep/products/938025-Haus_Urban_Double_time_Facial_Toner_2020_formulation/,Haus Urban Double time Facial Toner (2020 formulation),"Aloe Barbadensis (Organic Aloe) Leaf Juice, Citrus Aurantium Amara (Orange Blossom) Distillate, Avena Sativa (Organic Oatstraw) Extract, Phenoxyethanol, Glycerin, Salix Alba (Organic White Willow) Bark Extract, Polysorbate, Melaleuca Alternifolia (Tea Tree) Leaf Essential Oil, Tetrasodium EDTA,",scraped
361,Toners__astringents,https://www.ewg.org/skindeep/products/897902-HealingScents_No_Alcohol_Toner_Herbal__2019_formulation/,"Healing-Scents No Alcohol Toner, Herbal  (2019 formulation)","water, witch hazel, calendula, salt, citric acid, potassium sorbate, vegetable glycerin, lavender essential oil, rosemary essential oil, sage essential oil, spruce essential oil, spearmint essential oil.",scraped
362,Toners__astringents,https://www.ewg.org/skindeep/products/9073184-Esther__Mila_Astringent_Toner/,Esther & Mila Astringent Toner,"distilled water, sodium sunflowerseedate, witch hazel extract, cranberry fruit extract, orange extract, lemon extract, mandarin extract, grapefruit extract, neroli extract, and phenoxyethanol.",scraped
363,Toners__astringents,https://www.ewg.org/skindeep/products/1018515-Bubble_Skincare_Break_Even_Balancing_Toner_Normal_Oily__Combo_Skin/,"Bubble Skincare Break Even Balancing Toner, Normal, Oily & Combo Skin","Water (Aqua), Rosa Damascena Flower Water, Glycerin, Pentylene Glycol, Leuconostoc/Radish Root Ferment Filtrate, Sea Water, Sodium PCA, Niacinamide, Citric Acid, Salix Nigra (Willow) Bark Extract, Camellia Sinensis Leaf Extract, Echinacea Purpurea Extract, Echinacea Angustifolia Root Extract, Echinacea Purpurea Root Extract, Sodium Benzoate, Potassium Sorbate, Sodium Phytate, Citronellol, Geraniol, Linalool",scraped
364,Toners__astringents,https://www.ewg.org/skindeep/products/997851-Natures_Brands_Organic_Facial_Toner_Dry_Skin/,"Nature's Brands Organic Facial Toner, Dry Skin","Purified water, organic vodka, organic olive oil, organic apple cider vinegar (raw, unfiltered), organic witch hazel, organic horse chestnut, organic bilberry leaf, organic green tea, organic sweet orange oil, organic geranium oil, organic rose hip oil.",scraped
365,Toners__astringents,https://www.ewg.org/skindeep/products/8103137-BioElements_Equalizer_Toner/,Bioelements Equalizer Toner,"Water (Aqua, Eau), Glycerin, Panax Ginseng (Ginseng) Root Extract, Centella Asiatica (Gotu Kola) Extract, Angelica Polymorpha Sinensis (Dong Quai) Root Extract, Nasturtium Officinalie (Watercress) Extract, Rhus Glabra (Sumac) Extract, Anthemis Nobilis Flower Oil, Cananga Odorata Flower Oil, Pelargonium Graveolens Flower Oil, Rosa Damascena Flower Oil, Butylene Glycol, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerine, Hexylene Glycol, Polysorbate-80, Disodium EDTA, Potassium",scraped
366,Toners__astringents,https://www.ewg.org/skindeep/products/965934-Thayers_Unscented_Facial_Mist/,Thayers Unscented Facial Mist,"AQUA/WATER/EAU, GLYCERIN, HAMAMELIS VIRGINIANA (WITCH HAZEL) BARK/LEAF/TWIG EXTRACT*, ALOE BARBADENSIS LEAF EXTRACT*, PHENOXYETHANOL, CAPRYLYL GLYCOL, ETHYLHEXYLGLYCERIN, CITRIC ACID, POTASSIUM HYDROXIDE",scraped
367,Toners__astringents,https://www.ewg.org/skindeep/products/1607820-Simple_Body_Rosewater_Toner/,Simple Body Rosewater Toner,"aqua (WATER), rose damascena, potassium sorbate, lactic acid, ROSE floral water, dehydroacetic acid, benzyl alcohol, water",scraped
368,Toners__astringents,https://www.ewg.org/skindeep/products/960874-Sukin_Purely_Ageless_Firming_Mist_Toner/,Sukin Purely Ageless Firming Mist Toner,"AQUA/WATER/EAU, CAPRYLYL/CAPRYL GLUCOSIDE, GLYCERIN, RIBOSE, VANILLA PLANIFOLIA FRUIT EXTRACT, EUTERPE OLERACEA FRUIT EXTRACT, LYCIUM BARBARUM FRUIT EXTRACT, CITRUS NOBILIS (MANDARIN ORANGE) PEEL OIL, CITRUS TANGERINA (TANGERINE) PEEL OIL, LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL, VANILLIN, POLYGLYCERYL-10 ISOSTEARATE, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, CITRIC ACID, PHENOXYETHANOL, BENZYL ALCOHOL, LIMONENE*, LINALOOL*.",scraped
369,Toners__astringents,https://www.ewg.org/skindeep/products/960615-Authentic_Skin_Remedies_Balance/,Authentic Skin Remedies Balance,"Purified Seawater, Santalum album (Organic Sandalwood) Oil, Aniba rosaeodora (Organic Rosewood) Oil, Lavandula angustifolia (Organic Lavender) Oil, Pelargonium graveolens (Geranium) Oil",scraped
370,Toners__astringents,https://www.ewg.org/skindeep/products/1041226-Vivant_Skincare_3_Mandelic_Acid_3in1_Toner/,Vivant Skincare 3% Mandelic Acid 3-in-1 Toner,"Water, Alcohol Denat., Propylene Glycol, Hamamelis Virginiana (Witch Hazel) Extract, Mandelic Acid, Polysorbate 20, Sodium Lactate, Sodium PCA, Glycine, Fructose, Urea, Niacinamide, Inositol, Sodium Benzoate, Lactic Acid",scraped
371,Toners__astringents,https://www.ewg.org/skindeep/products/4205275-Erins_Faces_Firming_Eye_Gel/,Erin's Faces Firming Eye Gel,"Aqua (Deionized Water), Aloe Barbadensis (Aloe Vera) Leaf Juice*, Sodium Hydroxide, Cucumis Sativus (Cucumber) Seed Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Phenoxyethanol, Ethylhexylglycerin, Alcohol, Centella Asiatica (Gotu Kola) Extract*, Equisetum Arvense (Horsetail) Extract, Geranium Maculatum (Wild Geranium) Extract, Taraxacum Officinale (Dandelion) Extract*, Potassium Sorbate, Sodium Benzoate.",scraped
372,Toners__astringents,https://www.ewg.org/skindeep/products/3562369-BABOR_Soothing_Rose_Toner/,Babor Soothing Rose Toner,"AQUA, GLYCERIN, PENTYLENE GLYCOL, PANTHENOL, PHENOXYETHANOL, CAPRYLYL/CAPRYL GLUCOSIDE, SODIUM CITRATE, XANTHAN GUM, ETHYLHEXYLGLYCERIN, CITRIC ACID, MALTODEXTRIN, MORINGA OLEIFERA SEED EXTRACT, ROSA DAMASCENA FLOWER WATER, PANTOLACTONE, ROSA DAMASCENA FLOWER OIL, GERANIOL, CITRONELLOL",scraped
373,Toners__astringents,https://www.ewg.org/skindeep/products/1069804-Brittanies_Thyme_Organic_Balancing_Facial_Toner/,Brittanie's Thyme Organic Balancing Facial Toner,",DISTILLED AQUA (WATER), ORGANI HAMAMELIS VIRGINIANA (WITCH HAZEL) WATER, ORGANIC ROSA DAMASCENA (ROSE) FLOWER WATER, ORGANIC MENTHA PIPERITA (PEPPERMINT) OIL, ORGANIC CITRUS AURANTIUM DULCIS (SWEET ORANGE) OIL",scraped
374,Toners__astringents,https://www.ewg.org/skindeep/products/1988731-Clinique_Clarifying_Lotion_2/,Clinique Clarifying Lotion 2,"WATER\AQUA\EAU, ALCOHOL DENAT., GLYCERIN, HAMAMELIS VIRGINIANA (WITCH HAZEL) EXTRACT, ACETYL GLUCOSAMINE, TREHALOSE, SODIUM HYALURONATE, BUTYLENE GLYCOL, SODIUM BICARBONATE, RED 6 (CI 15850), RED 33 (CI 17200), EXT. VIOLET 2 (CI 60730)",scraped
375,Toners__astringents,https://www.ewg.org/skindeep/products/5573211-Beas_Bayou_Herbal_Prebiotic_Toning_Mist__Gentle_and_Soothing/,Bea's Bayou Herbal Prebiotic Toning Mist | Gentle and Soothing,"purified deionized water, witch hazel, aloe vera water, Lactobacillus Ferment Lysate, calendula oil, black walnut extract, leuconostoc (radish) root ferment filtrate,  Vitamin B5, orange oil, lavender oil, rosehip oil, evening primrose, organic vegetable glycerin, vitamin E",scraped
376,Toners__astringents,https://www.ewg.org/skindeep/products/930897-Hyalogic_Facial_Toner_With_Hyaluronic_Acid_Orange_Blossom_2020_formulation/,Hyalogic Facial Toner With Hyaluronic Acid Orange Blossom (2020 formulation),"ORGANIC CITRUS AURANTIUM AMARA (NEROLI) DISTILLATE, ALOE BARBADENSIS LEAF JUICE, VEGETABLE GLYCERIN, HAMAMELIS VIRGINIANA (WITCH HAZEL), WATER, PHENOXYETHANOL, SODIUM HYALURONATE (HYALURONIC ACID), CITRUS GRANDIS PEEL (GRAPEFRUIT WHITE) OIL.",scraped
377,Toners__astringents,https://www.ewg.org/skindeep/products/997863-Natures_Brands_Organic_Facial_Toner_Normal_to_Oily_Skin/,"Nature's Brands Organic Facial Toner, Normal to Oily Skin","Purified water, organic vodka, organic apple cider vinegar (raw, unfiltered), organic olive oil, organic witch hazel, organic horse chestnut, organic bilberry leaf, organic green tea, organic sweet orange oil, organic geranium oil, organic rose hip oil.",scraped
378,Toners__astringents,https://www.ewg.org/skindeep/products/1018509-Bubble_Skincare_Bounce_Back_Refreshing_Toner_Spray_All_Skin_Types/,"Bubble Skincare Bounce Back Refreshing Toner Spray, All Skin Types","Water (Aqua), Rosa Damascena Flower Water, Glycerin, Pentylene Glycol, Leuconostoc/Radish Root Ferment Filtrate, Sea Water, Sodium PCA, Niacinamide, Citric Acid, Salix Nigra (Willow) Bark Extract, Camellia Sinensis Leaf Extract, Echinacea Purpurea Extract, Echinacea Angustifolia Root Extract, Echinacea Purpurea Root Extract, Sodium Benzoate, Potassium Sorbate, Sodium Phytate, Citronellol, Geraniol, Linalool",scraped
379,Toners__astringents,https://www.ewg.org/skindeep/products/944745-Way_of_Will_Sensitive_Skin_Face_Toner_20__2020_formulation/,"Way of Will Sensitive Skin Face Toner, 20  (2020 formulation)","Citrus aurantium amara (neroli) floral water, Aloe Barbadensis Leaf Juice, Glycerin, polysorbate 20, Leuconostoc/Radish Root Ferment Filtrate, Cymbopogon martini (Palmarosa) Oil, Boswellia serrata(Frankincense) Oil, Lavender angustifolia (Lavender) Oil",scraped
380,Toners__astringents,https://www.ewg.org/skindeep/products/930402-Tea_Tree_Therapy_Antiseptic_Solution_With_Tea_Tree_Oil_and_Lavender_2020_formulation/,Tea Tree Therapy Antiseptic Solution With Tea Tree Oil and Lavender (2020 formulation),"DEIONIZED WATER, ALCOHOL SD-40B, POLYSORBATE-20, TEA TREE LEAF OIL (OIL OF MELALEUCA ALTERNIFOLIA), LAVENDER OIL (LAVANDULA ANGUSTIFOLIA).",scraped
381,Toners__astringents,https://www.ewg.org/skindeep/products/4009033-Facial_Works_SEA_MIST_Antioxidant_Calming_Toner/,Facial Works SEA MIST Antioxidant Calming Toner,"Water (Aqua), Hypnea Musciformis Extract, Sargassum Filipendula Extract, Glycerin, Sorbitol, Scenedesmus Rubescens Extract, Hydrolyzed Conchiolin Protein, Sea Water, Aloe Barbadensis Leaf Juice, Camellia Sinensis Leaf Extract, Gelidiella Acerosa Extract, Centella Asiatica Extract, Aspalathus Linearis Extract, Sodium Hyaluronate, Propylene Glycol, Laminaria Digitata Extract, Polysorbate 20, Caprylic/Capric Triglyceride, 1,2-Hexanediol, Cucumis Sativus Fruit Extract, Phenoxyethanol, Ethylhexylglycerin, Pentylene Glycol, Citric Acid, Potassium Sorbate, Sodium Benzoate.",scraped
382,Toners__astringents,https://www.ewg.org/skindeep/products/1494415-Basin_Original_Face_Toner/,Basin Original Face Toner,"Water, Hamamelis Virginiana (Witch Hazel) Water, Cucumis Sativus (Cucumber) Seed Oil, Litsea Cubeba Fruit Oil, Citrus Paradisi (Grapefruit) Peel Oil, Polysorbate 20, Phenoxyethanol, Allantoin, Vaccinium Myrtillus Fruit/Leaf Extract, Saccharum Officinarum (Sugar Cane) Extract, Acer Saccharum (Sugar Maple) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract.",scraped
383,Toners__astringents,https://www.ewg.org/skindeep/products/1409356-Wild_Rose_Stimulating_Botanical_Toner_Refreshing/,"Wild Rose Stimulating Botanical Toner, Refreshing","Hamamelis virginiana distillate, Jasminum officinale (jasmine) extract, Mentha piperita (peppermint) essential oil, Lavandula angustifolia (lavender) essential oil, Citrus limon (lemon) essential oil, Daucus carota (carrot) essential oil",scraped
384,Toners__astringents,https://www.ewg.org/skindeep/products/9555465-SKIN1004_Madagascar_Centella_Tone_Brightening_Capsule_Ampoule_Korean_Skincare_for_Brightening_and_Even_Skin_Tone/,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule Korean Skincare for Brightening and Even Skin Tone,"Water(Aqua), Butylene Glycol, Niacinamide, Glycerin, Tranexamic Acid, 1,2-Hexanediol, Betaine, Centella Asiatica Extract, Zea Mays (Corn) Starch, Xanthan Gum, Microcrystalline Cellulose, Mannitol, Panthenol, Pentylene Glycol, Ethylhexylglycerin, Hydroxyethylcellulose, Madecassoside, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine, Hydrogenated Lecithin, Xylitylglucoside, Anhydroxylitol, Xylitol, Glucose, 3-O-Ethyl Ascorbic Acid, Lactobacillus Ferment",scraped
385,Toners__astringents,https://www.ewg.org/skindeep/products/937202-Foxie_Cosmetics_Doused_Face_Toner_2020_formulation/,Foxie Cosmetics Doused Face Toner (2020 formulation),": Evian Mineral Water, Sodium Benzoate, Potassium Sorbate, Citric Acid, Aloe Barbadensis Leaf Juice (certified organic filet of aloe vera), Glycerin (vegetable), hamamelis virginiana (un-distilled witch hazel) extract, citric acid, citrus grandis (grapefruit) seed extract, and tocopheryl (vitamin E) acetate, Glycyrrhiza Glabra (Licorice) extract,  Rosmarinus officinalis (Rosemary) leaf extract, Salix Alba (Willow) bark extract, Arnica Montana (Arnica flower) extract, Daucus Carota Sativa (Carrot) Seed Extract, Prunus Avium (Cherry) kernel oil, Laminaria (Algae) extract, Vanilla Planifolia (Vanilla) Fruit Water",scraped
386,Toners__astringents,https://www.ewg.org/skindeep/products/943975-Limegreen_MultiSpray_Lotus_2020_formulation/,"Limegreen Multi-Spray, Lotus (2020 formulation)","* = CERTIFIED ORGANIC Water, Witch Hazel Distillate*, Vegetable Glycerin*, Essential Oils*",scraped
387,Toners__astringents,https://www.ewg.org/skindeep/products/5861523-Round_Lab_1025_Dokdo_Toner/,Round Lab 1025 Dokdo Toner,"Water, Butylene Glycol, Glycerin, Pentylene Glycol, Propanediol, Chondrus Crispus Extract, Saccharum Officinarum (Sugarcane) Extract, Sea Water, 1,2-Hexanediol, Protease, Betaine, Panthenol, Ethylhexylglycerin, Allantoin, Xanthan Gum, Disodium EDTA",scraped
388,Toners__astringents,https://www.ewg.org/skindeep/products/3374864-withSimplicity_Toner__ProAge/,withSimplicity Toner - Pro-Age,"Aloe Barbadensis Leaf Juice, *Hamamelis Virginiana (Witch Hazel) Leaf Extract, *Rosa Damascena (Rose) Flower Water, *⁺Glycerin, Lactobacillus Ferment, *Hibiscus Sabdariffa (Hibiscus) Hydrosol Water, Glyceryl Caprylate, *Boswellia Serrata (Frankincense) Oil, Rosa Damascena (Rose Otto) Oil,  Citric Acid (Derived From Cassava), ⁺Sodium Levulinate, ⁺Sodium Anisate",scraped
389,Toners__astringents,https://www.ewg.org/skindeep/products/987029-Fresh_Rose__Hyaluronic_Acid_Deep_Hydration_Toner/,Fresh Rose & Hyaluronic Acid Deep Hydration Toner,"Aqua (Water), Glycerin, Propanediol, 1,2-Hexanediol, Polyglycerin-3, Rosa Centifolia Flower, Rosa Damascena Flower Water, Rosa Damascena Extract, Rosa Multiflora Fruit Extract, Rosa Damascena Flower Extract, Angelica Keiskei Extract, Rosa Damascena Flower Oil, Butylene Glycol, Sodium Citrate, Citric Acid, Xanthan Gum, Sodium Hyaluronate, Caprylyl Glycol, Chlorphenesin, Sodium Benzoate, Potassium Sorbate, Citronellol, Geraniol <15843>",scraped
390,Toners__astringents,https://www.ewg.org/skindeep/products/953986-Aika_Wellness_Pitta_Tonic_/,Aika Wellness Pitta Tonic,"Rosa damascena (rose) hydrosol, Matricaria chamomilla(chamomile) hydrosol, Cucumis sativus(cucumber) hydrosol, glycerine, Sodium chloride (Himalayan crystal salt), Rubus idaeus (raspberry), Centella asiatica (gotu kola), Althaea officinalis (marshmallow), Cymbopogon martini (palmarosa), Pelargonium graveolens (geranium), Aniba rosaeodora(rosewood).",scraped
391,Toners__astringents,https://www.ewg.org/skindeep/products/1035686-Thayers_Witch_Hazel_Face_Mist_Unscented/,"Thayers Witch Hazel Face Mist, Unscented","Aqua/Water/Eau, Glycerin, Hamamelis Virginiana (Witch Hazel) Bark/Leaf/Twig Extract*, Aloe Barbadensis Leaf Extract*, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Citric Acid, Potassium Hydroxide",scraped
392,Toners__astringents,https://www.ewg.org/skindeep/products/959935-Boots_No7_Boots_Glycolic_Acid_Toner/,Boots Glycolic Acid Toner,"AQUA (WATER), GLYCERIN, PENTYLENE GLYCOL, BETAINE, PHENOXYETHANOL, GLYCOLIC ACID, PEG-40 HYDROGENATED CASTOR OIL, ETHYLHEXYLGLYCERIN, SODIUM HYDROXIDE, SODIUM HYALURONATE, TOCOPHERYL ACETATE.",scraped
393,Toners__astringents,https://www.ewg.org/skindeep/products/897898-HealingScents_No_Alcohol_Toner_Tangerine__2019_formulation/,"Healing-Scents No Alcohol Toner, Tangerine  (2019 formulation)","water, witch hazel, calendula, salt, citric acid, potassium sorbate, vegetable glycerin, tangerine essential oil.",scraped
394,Toners__astringents,https://www.ewg.org/skindeep/products/995206-Real_Purity_Facial_Toner_Green_Tea/,"Real Purity Facial Toner, Green Tea","Purified Aqua (Water), Hamamelis Virginiana (Witch Hazel), Camellia Sinensis (Green Tea) Leaf Extract*, Aloe Barbadensis (Aloe Vera) Leaf Juice*, Kosher Vegetable Glycerin (Palm), Methly Sulphonyl Methane, Salicylic Acid, Leptospermum Petersonii (Lemon Tea Tree) Oil, Cymbopogon Flexuosus (Lemongrass) Oil*, Cupressus Sempervirens (Cypress) Oil*, Lavandula Angustifolia (Lavender) Oil*",scraped
395,Toners__astringents,https://www.ewg.org/skindeep/products/1054345-THE_ORGANIC_SKIN_CO_TOSC_Rose_Water_Facial_Spray_and_Face_Toner_for_Sensitive_Skin_/,THE ORGANIC SKIN CO. TOSC. Rose Water Facial Spray and Face Toner for Sensitive Skin,"Aloe barbadensis (aloe vera) leaf juice*, rosa damascena (rose) flower water*, betain, caprylyl/capryl glucoside (and) aqua (and) sodium cocoyl glutamate (and) glyceryl caprylate (and) citric acid (and) polyglyceryl-6 oleate (and) sodium surfactin, potassium sorbate, lonicera japonica (honeysuckle) flower extract†, (and) aqua (and) lonicera caprifolium (honeysuckle) flower extract†, rosa damascena (rose) oil, citral, geraniol, linalool, citronellol",scraped
396,Toners__astringents,https://www.ewg.org/skindeep/products/962860-JOHN_MASTERS_ORGANICS_Toning_Mist_with_Rose__Aloe/,John Masters Organics Toning Mist with Rose & Aloe,"Aloe Barbadensis Leaf Juice (Aloe Vera)*, Rosa Damascena Flower Water (Rose)*, Water/Aqua, Glycerin*, Oryza Sativa (Rice) Extract*, Populus Tremuloides Bark Extract (Aspen), Camellia Sinensis Leaf Extract (White Tea)*, Centella Asiatica Extract (Gotu Kola)*, Leuconostoc Ferment Filtrate, Soybean Peroxidase, Superoxide Dismutase, Sodium Levulinate, Sodium Benzoate, Potassium Sorbate, Citric Acid",scraped
397,Toners__astringents,https://www.ewg.org/skindeep/products/946380-Glo_Skin_Beauty__Glo_Skin_Beauty_Glycolic_Resurfacing_Toner_2020_formulation/,Glo Skin Beauty Glycolic Resurfacing Toner (2020 formulation),"Aqua/Water/Eau, Aloe Barbadensis Leaf Juice, Glycerin, Glycolic Acid, Polysorbate 80, Alpha-Arbutin, Camellia Sinensis (White Tea) Leaf Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Camellia Sinensis (Green Tea) Leaf Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Dehydroacetic Acid, Benzyl Alcohol",scraped
398,Toners__astringents,https://www.ewg.org/skindeep/products/5011518-Little_Seed_Farm__Little_Seed_Farm_Elasticity_Serum/,Little Seed Farm Elasticity Serum,"Hazelnut (Corylus Americana) Oil, Rosemary (Rosmarinus Officinalis) Leaf Oil*, Spearmint ( Mentha Viridis) Leaf Oil*, Geranium (Pelargonium Graveolens) Flower Oil*, Lavender (Lavandula Angustifolia) Flower Oil*, Vitamin E**",scraped
399,Toners__astringents,https://www.ewg.org/skindeep/products/1050367-Rene_Rouleau_Renee_Rouleau_Balancing_Skin_Tonic/,Renee Rouleau Balancing Skin Tonic,"Water, Polysorbate 20 (emulsifier), Hamamelis Virginiana (Witch Hazel) Water, Niacinamide, Polyaminopropyl Biguanide, Canarium Commune (Elemi) Oil, Cymbopogon Martini (Palmarosa) Oil, Pelargonium Graveolens (Geranium) Flower Oil, Triethanolamine",scraped
400,Toners__astringents,https://www.ewg.org/skindeep/products/7263814-Ryshi_Facial_Toner/,Ryshi Facial Toner,"WATER, GLYCERIN, POLYSORBATE 20, SODIUM LEVULINATE, PEG-40 HYDROGENATED CASTOR OIL, PROPYLENE GLYCOL, SODIUM BENZOATE, CITRIC ACID, SODIUM HYALURONATE, PENTYLENE GLYCOL, FRUCTOSE, SODIUM HYDROXIDE, UREA, ALLANTOIN, MALTOSE, SODIUM CHLORIDE, SODIUM LACTATE, SODIUM PCA, TREHALOSE, GLUCOSE",scraped
401,Toners__astringents,https://www.ewg.org/skindeep/products/8781616-Saje_Claritea_Toner/,Saje Claritea Toner,"water, mineral salt (potassium alum), tea tree (melaleuca alternifolia leaf oil), geranium (pelargonium graveolens oil), pogostemon cablin leaf oil, juniper berry (juniperus communis fruit oil)",scraped
402,Toners__astringents,https://www.ewg.org/skindeep/products/981616-Rael_Beauty_Miracle_Clear_Clarifying_Toner/,"Rael Beauty, Miracle Clear Clarifying Toner","WATER (AQUA), BUTYLENE GLYCOL, GLYCERIN, PANTHENOL, 1,2-HEXANEDIOL, CHLORELLA VULGARIS EXTRACT, XYLITOL, SODIUM HYALURONATE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) FRUIT OIL, SALVIA SCLAREA (CLARY) OIL, ORYZA SATIVA (RICE) EXTRACT, SEA SALT, SACCHAROMYCES/RICE FERMENT FILTRATE, SUCCINIC ACID, GLUCOSE, SODIUM HYDROXIDE, CAPRYLYL GLYCOL, FRUCTOOLIGOSACCHARIDES, FRUCTOSE, POLYGLYCERYL-10 LAURATE, PROPANEDIOL, TREHALOSE, ETHYLHEXYLGLYCERIN, ALLANTOIN, DIPOTASSIUM GLYCYRRHIZATE, TOCOPHEROL, LIMONENE, LINALOOL",scraped
403,Toners__astringents,https://www.ewg.org/skindeep/products/3991027-HealingScents_No_Alcohol_Toner_Acne/,"Healing-Scents No Alcohol Toner, Acne","water, witch hazel, calendula, salt, potassium sorbate, vegetable glycerin, tea tree essential oil, neem seed oil, lemongrass essential oil.",scraped
404,Toners__astringents,https://www.ewg.org/skindeep/products/3324217-Avril_Avril_Rose_floral_water/,"Avril, Rose floral water","Rosa damascena flower water*, Leuconostoc/radish root ferment filtrate, Aqua (water), Benzyl alcohol, Rosa damascena flower oil, Citronellol, Coumarin, Farnesol, Methyl ionones.",scraped
405,Toners__astringents,https://www.ewg.org/skindeep/products/833210-Rocky_Mountain_Soap_Co_Hydrating_Toner_Aloe__Frankincense_2019_formulation/,"Rocky Mountain Soap Co. Hydrating Toner, Aloe & Frankincense (2019 formulation)","Aqua (Distilled Water), Fagus Sylvatica (Beech Tree) Bud Extract, Honey Extract, Aloe Barbadensis Leaf Juice Powder, Cymbopogon Martinii Var Motia (Palmarosa) Oil, Boswellia Carterii (Frankincense) Oil, Pelargonium Roseum (Geranium) Oil, Citrus Limon (Lemon) Peel Oil, Citrus Aurantium Bergamia (Bergamot) Oil, Citrus Aurantium Var Amara (Neroli) Oil",scraped
